rank,headword,part of speech,frequency,dispersion
1865,özür,n,3146,0.90
1866,yazın,n/adv,3135,0.90
1867,eğlen,v,3160,0.89
1869,kazanç,n,3398,0.83
1870,taksi,n,3228,0.87
1871,kategori,n,3196,0.88
1873,ideal,adj,3146,0.89
1874,cemaat,n,3288,0.85
1875,maalesef,conj,3201,0.88
1876,iktisadi,adj,3571,0.79
1877,tutku,n,3180,0.88
1878,hayret,n,3277,0.86
1879,yaratıcı,n,3173,0.88
1880,mükemmel,adj,3086,0.91
1881,başlıca,adj,3232,0.87
1882,sosyalist,n,4422,0.63
1883,aleyh,n,3253,0.86
1884,aksi,adj,2996,0.93
1885,açlık,n,3015,0.93
1886,aydınlık,n/adj,3093,0.90
1887,özelleş,v,3701,0.75
1890,verimli,adj,3124,0.89
1891,turist,n,3343,0.83
1892,aydınlan,v,2989,0.93
1893,tabaka,n,3636,0.76
1894,ihmal,n,2967,0.94
1895,hayli,adv,2977,0.93
1896,çekirdek,n,3172,0.88
1897,kok,v,3142,0.88
1898,ger,v,3112,0.89
1899,heykel,n,3368,0.82
1900,zenginlik,n,2965,0.93
1901,müze,n,3411,0.81
1902,kabuk,n,2930,0.93
1903,bunca,det,3118,0.88
1905,yoğunluk,n,3240,0.84
1906,tuvalet,n,3225,0.84
1907,kurs,n,3092,0.88
1908,katlan,v,2900,0.94
1909,açıklık,n,2975,0.91
1910,örtü,n,3123,0.87
1911,bildiri,n,3045,0.89
1913,özne,n,3345,0.81
1914,yaşantı,n,3155,0.87
1915,duman,n,3091,0.87
1916,kamera,n,3017,0.89
1918,delikanlı,adj,3194,0.84
1919,cihaz,n,3427,0.79
1920,vicdan,n,2985,0.90
1921,etkileşim,n,3210,0.84
1922,çelik,n,3282,0.82
1923,kızar,v,3150,0.85
1924,araştırmacı,n,3144,0.85
1925,hekim,n,3165,0.84
1926,şükür,n,3139,0.85
1927,iyilik,n,4207,0.64
1928,şahıs,n,3020,0.88
1929,sekreter,n,3066,0.87
1930,dam,n,2979,0.89
1931,mide,n,3055,0.87
1932,gidis,n,2830,0.94
1933,asır,n,2990,0.88
1934,gözlemle,v,2955,0.90
1935,seyahat,n,2967,0.89
1936,besin,n,3605,0.73
1937,ayip,n/adj,2946,0.90
1938,hikaye,n,3020,0.87
1939,yığ,v,2911,0.90
1940,ayrılık,n,2871,0.91
1943,yığın,n,2905,0.90
1944,daral,v,3212,0.81
1945,gerile,v,3386,0.77
1946,öv,v,2868,0.91
1947,senaryo,n,2913,0.90
1948,izleyici,n,3501,0.75
1949,yönetmelik,n,3117,0.84
1950,çati,n,2770,0.94
1951,sandalye,n,2905,0.90
1952,formül,n,2813,0.93
1953,küçül,v,2812,0.92
1954,başkent,n,3194,0.81
1956,koyu,adj,2895,0.89
1957,kare,n,3025,0.85
1958,iri,adj,3032,0.85
1959,uzlaş,v,2931,0.88
1960,çöp,n,2833,0.91
1961,evli,adj,2819,0.91
1962,tümüyle,adv,2809,0.91
1963,etnik,adj,3075,0.83
1964,çıplak,adj,2916,0.88
1965,süsle,v,3021,0.85
1966,şekillen,v,2853,0.90
1967,tüken,v,2776,0.92
1968,ayrıntılı,adj,2873,0.89
1969,şaşkınlık,n,2990,0.86
1970,kaba,adj,2758,0.93
1971,fiil,n,3080,0.83
1972,yoksun,adj,2805,0.91
1973,manevi,adj,2877,0.88
1974,hüzün,n,3020,0.84
1975,taze,adj,2956,0.86
1976,prensip,n,2929,0.87
1977,aslan,n,3054,0.83
1978,makale,n,2841,0.89
1979,şehit,n,3050,0.83
1980,liman,n,2744,0.92
1981,varol,v,2991,0.85
1982,hukuki,adj,3193,0.79
1983,sız,v,2796,0.90
1984,büro,n,2742,0.92
1985,dağıtım,n,3308,0.76
1986,kana,v,2966,0.85
1987,isimli,adj,2856,0.88
1988,fizik,n,2868,0.88
1989,albüm,n,3726,0.68
1990,zavallı,adj,2961,0.85
1991,kum,n,2904,0.87
1992,yapısal,adj,3187,0.79
1993,alkol,n,3339,0.75
1994,tırman,v,2769,0.91
1995,rahatsızlık,n,2761,0.91
1996,istifa,n,3108,0.81
1997,eyle,v,2789,0.90
1998,elle,v,2685,0.93
1999,bunalım,n,2837,0.88
2000,tekne,n,3170,0.79
2001,miras,n,2826,0.88
2002,kısıtla,v,2937,0.85
2003,hisse,n,3483,0.72
2004,doğrula,v,2714,0.92
2005,seri,n/adj,2941,0.85
2006,temizlik,n,2666,0.93
2007,kuvvetli,adj,2705,0.92
2009,etek,n,2898,0.86
2010,bıçak,n,2822,0.88
2011,baskın,n,2771,0.90
2012,basamak,n,2726,0.91
2013,torun,n,2796,0.89
2014,tabak,n,2918,0.85
2015,ideolojik,adj,3500,0.71
2016,ziyade,posp,2708,0.92
2017,halbuki,conj,2672,0.93
2018,kahvaltı,n,4061,0.61
2019,kimyasal,adj,3361,0.74
2020,kriter,n,2920,0.85
2021,patron,n,2790,0.89
2022,bulaş,v,2736,0.90
2023,diyalog,n,2759,0.89
2024,komünist,n,3175,0.78
2025,nice,det,2850,0.86
2026,şüphe,n,2624,0.94
2027,buçuk,adj,2790,0.88
2028,zararlı,adj,2923,0.84
2029,ot,n,2777,0.88
2030,felaket,n,2617,0.94
2031,garanti,n,2868,0.85
2032,rica,n,2707,0.90
2033,duyu,n,2797,0.88
2034,kaşık,n,4348,0.56
2035,soğu,v,2883,0.85
2036,küme,n,2652,0.92
2038,psikoloji,n,2782,0.87
2039,kul,n,2931,0.83
2040,okuyucu,n,2791,0.87
2041,anneanne,n,3179,0.76
2042,aziz,n/adj,2918,0.83
2043,küreselleş,v,3101,0.78
2044,gönüllü,adj,2620,0.92
2045,manzara,n,2654,0.91
2046,aşık,n,2735,0.88
2047,tutukla,v,2838,0.85
2048,şikayet,n,2703,0.89
2050,maliye,n,3086,0.78
2051,yükseklik,n,3006,0.80
2052,ithalat,n,3951,0.61
2053,bilinçli,adj,2631,0.91
2054,slogan,n,2727,0.88
2056,belirti,n,3098,0.78
2057,havuz,n,2585,0.93
2058,sahil,n,2617,0.92
2059,atmosfer,n,2737,0.88
2060,böcek,n,2872,0.83
2061,simge,n,2699,0.89
2062,cuma,n,2642,0.91
2063,enstitü,n,2648,0.90
2064,inat,n,2818,0.85
2065,şaka,n,2706,0.88
2066,vasıta,n,2774,0.87
2067,kanaat,n,2594,0.92
2068,hikmet,n,2767,0.86
2069,çabala,v,2542,0.94
2070,zayıfla,v,2742,0.87
2071,ser,v,2571,0.92
2072,kıyasla,v/posp,2591,0.92
2073,yut,v,2632,0.90
2074,ertele,v,2639,0.90
2075,kırık,adj,2701,0.87
2076,pozitif,adj,2753,0.86
2077,okşa,v,2866,0.82
2078,karışık,adj,2508,0.94
2079,yar,v/n,2553,0.92
2080,sin,v,2555,0.92
2081,selam,n,2673,0.88
2082,dilek,n,2574,0.91
2083,kılıç,n,2614,0.90
2084,şaşkın,adj,2846,0.82
2085,bölgesel,adj,3012,0.78
2086,şeytan,n,2749,0.85
2087,düzgün,adj,2548,0.92
2088,anında,adv,2539,0.92
2089,depo,n,2775,0.84
2090,onay,n,2601,0.90
2091,imam,n,2783,0.84
2092,askerlik,n,2543,0.92
2093,bozukluk,n,2504,0.92
2094,ölçüt,n,2814,0.83
2095,çıkmaz,n,2474,0.94
2096,iptal,n,2690,0.86
2097,şeyh,n,2698,0.86
2098,yurttaş,n,2853,0.81
2099,tara,v,3104,0.74
2100,fakir,adj,2519,0.92
2101,direk,n,2729,0.85
2102,mülkiyet,n,2756,0.84
2103,masraf,n,2608,0.88
2104,yerleşim,n,2686,0.86
2106,nedense,adv,2640,0.87
2107,harika,adj,2668,0.86
2108,estetik,n,2858,0.80
2109,şimdilik,adv,2471,0.93
2111,karışım,n,3046,0.75
2112,cenaze,n,2534,0.90
2113,belirsiz,adj,2546,0.90
2114,şok,n,2628,0.87
2115,konsey,n,2770,0.83
2116,sök,v,2532,0.90
2117,gereksiz,adj,2403,0.95
2118,mimar,n,2785,0.82
2119,kov,v,2723,0.84
2120,görüşme,n,2623,0.87
2121,rüzgar,n,2537,0.90
2122,atık,n,2702,0.84
2123,hayran,n,2554,0.89
2124,acele,adj,2595,0.87
2125,baz,n,2891,0.78
2126,epey,adv/det,2538,0.89
2127,milliyetçilik,n,2944,0.76
2128,vadeli,adj,3232,0.70
2129,boru,n,3176,0.71
2130,coşku,n,2569,0.87
2131,salt,adv,2596,0.86
2132,hatır,n,2446,0.92
2133,profesyonel,adj,2442,0.91
2134,hakikat,n,2693,0.83
2135,denk,adj,2371,0.94
2136,bez,n/v,2521,0.89
2138,varsayım,n,2685,0.83
2139,kahkaha,n,2693,0.83
2140,general,n,2601,0.86
2141,inanılmaz,adj,2494,0.89
2142,üzüntü,n,2452,0.91
2144,sifat,n,2503,0.89
2145,yahut,conj,2473,0.90
2146,aldat,v,2470,0.90
2148,bilet,n,2571,0.86
2149,yokluk,n,2407,0.92
2150,katılımcı,n,2712,0.82
2151,irk,n,2766,0.80
2152,iğne,n,2526,0.88
2154,mevzuat,n,2954,0.75
2155,tatmin,n,2448,0.90
2156,duruş,n,2393,0.92
2157,katil,n,3648,0.61
2158,kapitalist,n,2867,0.77
2159,imaj,n,2503,0.88
2160,dere,n,2483,0.89
2161,cevapla,v,2394,0.92
2162,odak,n,2464,0.89
2164,kuşat,v,2448,0.90
2165,haksız,adj,2404,0.92
2166,taklit,n,2403,0.91
2167,pozisyon,n,2658,0.83
2168,nitele,v,2535,0.87
2169,gen,n,2978,0.74
2170,finansman,n,3436,0.64
2171,sürgün,n,2560,0.86
2172,bal,n,2434,0.90
2173,sırf,adv,2384,0.92
2174,sevda,n,2644,0.83
2175,fikra,n,2563,0.85
2176,çirkin,adj,2446,0.89
2177,gömlek,n,2509,0.87
2178,his,n,2455,0.89
2179,lisans,n,2581,0.84
2180,ressam,n,3039,0.72
2181,balkon,n,2556,0.85
2182,ten,n,2505,0.87
2183,dolaylı,adj,2593,0.84
2184,kanser,n,2669,0.81
2185,fena,adj,2464,0.88
2186,kısacası,conj,2355,0.92
2187,açılış,n,2496,0.87
2188,sürpriz,n,2412,0.90
2189,yılan,n,2617,0.83
2190,ödev,n,2542,0.85
2191,kapsamlı,adj,2481,0.87
2192,işadami,n,2480,0.87
2193,düğme,n,2532,0.85
2194,yakınlık,n,2332,0.93
2195,surat,n,2592,0.83
2196,öğrenim,n,2554,0.85
2197,devret,v,2428,0.89
2198,tavuk,n,2515,0.86
2199,sav,v/n,2413,0.89
2200,bayıl,v,2552,0.84
2201,basınç,n,3136,0.69
2202,razı,adj,2358,0.91
2204,kucakla,v,2418,0.89
2205,gerçekçi,n,2370,0.91
2206,programla,v,2557,0.84
2207,düşüş,n,2777,0.77
2208,av,n,2434,0.88
2209,komite,n,2498,0.86
2210,durak,n,2420,0.88
2211,yoksulluk,n,2651,0.81
2212,fırtına,n,2373,0.90
2213,müzakere,n,2937,0.73
2214,böylelikle,conj,2351,0.91
2215,kuyu,n,2582,0.83
2216,varsay,v,2437,0.88
2217,uyuşturucu,n,2536,0.84
2218,gerilim,n,2408,0.89
2219,kömür,n,2384,0.89
2220,ötürü,posp,2269,0.94
2221,senet,n,2655,0.80
2222,mühendislik,n,2397,0.89
2223,kas,n/v,2823,0.75
2224,bant,n,2460,0.86
2225,ithal,adj,2875,0.74
2226,uyumlu,adj,2422,0.88
2227,muhteşem,adj,2525,0.84
2228,doğuş,n,2292,0.92
2229,yazılım,n,3448,0.61
2230,seçmen,n,2324,0.90
2231,sahte,adj,2294,0.92
2232,ter,n,2437,0.87
2233,ikili,adj,2314,0.91
2234,ör,v,2307,0.91
2235,olanaksız,adj,2328,0.91
2236,laiklik,n,2651,0.80
2237,fırın,n,2625,0.80
2238,hitap,n,2259,0.93
2239,bar,n,2441,0.86
2240,bozuk,adj,2261,0.93
2242,kalkış,v/n,2301,0.91
2243,maruz,adj,2613,0.80
2245,tıka,v,2291,0.91
2246,reel,adj,3089,0.68
2247,bağışla,v,2355,0.89
2248,cilt,n,2371,0.88
2249,kabullen,v,2260,0.92
2250,koridor,n,2402,0.87
2251,becer,v,2363,0.88
2252,liberal,adj,2582,0.81
2253,blok,n,2441,0.85
2254,dinsel,adj,2475,0.84
2255,belirleyici,n,2400,0.87
2256,kariyer,n,2455,0.85
2257,ceset,n,2431,0.85
2258,eşek,n,2407,0.86
2259,laboratuvar,n,2512,0.83
2260,sıçra,v,2305,0.90
2262,çeviri,n,2723,0.76
2263,metal,n,2619,0.79
2264,hassas,adj,2274,0.91
2265,kilometre,n,2275,0.91
2266,servet,n,2260,0.91
2267,şüphesiz,adv,2271,0.91
2268,farklılaş,v,2438,0.85
2269,ihraç,n,2881,0.72
2270,yetersizlik,n,2427,0.85
2271,çorba,n,3284,0.63
2272,kademe,n,2393,0.86
2273,ihtiyar,adj,2427,0.85
2274,atom,n,2780,0.74
2275,eğit,v,2250,0.91
2276,bağımlılık,n,2283,0.90
2277,keskin,adj,2229,0.92
2278,meraklı,adj,2408,0.85
2279,insanoğlu,n,2307,0.88
2280,çarşı,n,2288,0.90
2281,köken,n,2323,0.88
2283,bürü,v,2252,0.91
2284,süper,adj,2513,0.81
2285,hallet,v,2198,0.93
2286,gayri,posp,2226,0.92
2287,mağaza,n,2446,0.83
2288,uzunluk,n,2661,0.76
2289,herif,n,2499,0.81
2291,şiddetli,adj,2291,0.89
2292,sıyır,v,2272,0.89
2293,semt,n,2763,0.74
2294,festival,n,2968,0.68
2295,kaptan,n,2500,0.81
2296,kırsal,adj,2446,0.83
2297,kısmen,adv,2301,0.88
2298,faydalan,v,2259,0.90
2299,divan,n,2329,0.87
2300,telaş,n,2353,0.86
2301,cinsiyet,n,2689,0.75
2302,işleyiş,n,2337,0.87
2303,çırp,v,2421,0.84
2304,taraftar,n,3352,0.60
2305,norm,n,2438,0.83
2306,isi,n,2692,0.75
2307,tüy,n,2308,0.87
2308,tabiat,n,2357,0.85
2309,önemse,v,2159,0.93
2310,çil,n,2821,0.71
2311,istihbarat,n,2639,0.76
2312,meşhur,adj,2202,0.91
2313,dolap,n,2342,0.86
2314,dışla,v,2220,0.90
2315,maden,n,2214,0.91
2316,moral,n,2255,0.89
2317,popüler,adj,2292,0.87
2318,muhabbet,n,2372,0.84
2319,protokol,n,2302,0.87
2320,liderlik,n,2342,0.85
2321,kabar,v,2262,0.88
2322,birdenbire,adv,2313,0.86
2323,vurgu,n,2234,0.89
2324,kita,n,2174,0.91
2325,kuruş,n,2172,0.91
2326,borçlan,v,3078,0.64
2327,halı,n,2810,0.71
2328,sanık,n,2459,0.81
2329,yarın,adv,2191,0.91
2330,görünüş,n,2173,0.91
2331,küçücük,adj,2262,0.87
2332,tavan,n,2212,0.89
2333,kamyon,n,2199,0.90
2334,karakol,n,2573,0.77
2335,vazife,n,2282,0.86
2336,set,n,2202,0.89
2337,yaşlan,v,2167,0.91
2338,boşuna,adv,2195,0.90
2339,yorgunluk,n,2310,0.85
2340,yanak,n,2393,0.82
2341,duyarlı,adj,2196,0.89
2342,hayırlı,adj,2485,0.79
2343,elma,n,2281,0.86
2344,jandarma,n,2402,0.82
2345,faydalı,adj,2219,0.88
2346,nitelen,v,2181,0.90
2347,cinsellik,n,2387,0.82
2348,göçmen,n,2546,0.77
2349,çamaşır,n,2200,0.89
2350,beyan,n,2229,0.88
2351,yükümlülük,n,2482,0.79
2352,kira,n,2307,0.84
2353,kaçak,n/adj,2133,0.91
2354,şeref,n,2831,0.69
2355,akademik,adj,2260,0.86
2356,ayaklan,v,2261,0.86
2357,harp,n,2309,0.84
2358,uğruna,posp,2146,0.91
2359,uzaklık,n,2251,0.86
2360,kurmay,n,2162,0.90
2361,süreli,adj,2235,0.87
2362,eyalet,n,2500,0.77
2363,üşü,v,2323,0.83
2364,cumartesi,n,2170,0.89
2365,acil,adj/n,2106,0.92
2366,cehennem,n,2189,0.88
2367,güvenli,adj,2169,0.89
2368,verim,n,2561,0.75
2369,bankacılık,n,3086,0.62
2370,vesile,n,2178,0.88
2371,derhal,adv,2092,0.92
2372,kürsü,n,2258,0.85
2373,yanlışlık,n,2028,0.95
2374,farket,v,2209,0.87
2375,komik,adj,2181,0.88
2376,evre,n,2382,0.81
2377,biyolojik,adj,2414,0.80
2378,çürü,v,2083,0.92
2379,satici,n,2382,0.81
2380,tarımsal,adj,2628,0.73
2381,gümüş,n,2190,0.88
2382,talimat,n,2229,0.86
2383,pamuk,n,2077,0.92
2384,köle,n,2315,0.83
2385,kirli,adj,2119,0.90
2386,hatıra,n,2107,0.91
2387,ihanet,n,2143,0.89
2388,içten,adv,2106,0.91
2389,şiş,v/n,2108,0.91
2390,yakıt,n,2496,0.76
2391,bela,n,2139,0.89
2392,vade,n,2545,0.75
2393,bağımlı,adj,2139,0.89
2394,baraj,n,2191,0.87
2395,eksen,n,2269,0.84
2396,yıldırım,n,2419,0.79
2397,lokanta,n,2137,0.89
2398,doğruluk,n,2428,0.78
2399,emperyalizm,n,2534,0.75
2400,yolsuzluk,n,2359,0.80
2401,sınıflandır,v,2375,0.80
2402,yırt,v,2284,0.83
2403,meşgul,adj,2036,0.93
2404,esnaf,n,2178,0.87
2405,özgün,adj,2243,0.84
2406,video,n,2301,0.82
2407,yinele,v,2085,0.90
2408,mimari,n/adj,2516,0.75
2409,yüklü,adj,2047,0.92
2410,plastik,n,2250,0.84
2411,fare,n,2251,0.83
2412,işveren,n,2496,0.75
2413,kumaş,n,2089,0.90
2414,gol,n,4656,0.40
2415,alem,n,2063,0.91
2416,yetişkin,adj,2257,0.83
2417,çöl,n,2147,0.87
2418,sebze,n,2476,0.76
2419,dayak,n,2086,0.90
2420,affet,v,2092,0.89
2421,pazarlık,n,2197,0.85
2422,kıymet,n,2430,0.77
2423,protein,n,3057,0.61
2424,zarf,n,2076,0.90
2425,armağan,n,2090,0.89
2426,haliyle,conj,2024,0.92
2427,çiftlik,n,2008,0.92
2428,onca,det,2140,0.87
2429,gözet,v,2066,0.90
2430,kritik,n/adj,2120,0.87
2431,gezegen,n,2295,0.81
2432,kod,n,2124,0.87
2433,bira,n,2090,0.89
2434,başarısızlık,n,2064,0.90
2435,zehir,n,2123,0.87
2436,benlik,n,2121,0.87
2437,resmen,adv,2125,0.87
2438,müddet,n,2043,0.90
2439,yücel,v,2101,0.88
2440,efsane,n,2124,0.87
2441,hadise,n,2061,0.89
2442,kaliteli,adj,2096,0.88
2443,icra,n,2064,0.89
2444,radikal,adj,2098,0.87
2445,şahit,n,2049,0.89
2446,yaratıcılık,n,2146,0.85
2447,iman,n,2455,0.75
2448,esir,n,2202,0.83
2449,aktivite,n,2315,0.79
2450,dalgalan,v,2225,0.82
2451,avlu,n,2193,0.83
2452,gözaltı,n,2212,0.82
2453,torba,n,2080,0.88
2454,imge,n,2575,0.71
2455,bilgilen,v,2036,0.89
2456,zenginleş,v,1980,0.92
2457,yanısıra,posp,2125,0.86
2458,cenk,n,2266,0.80
2459,pantolon,n,2086,0.87
2460,propaganda,n,2141,0.85
2461,emanet,n,2158,0.83
2462,mesleki,adj,2435,0.74
2463,laik,adj,2189,0.83
2464,lüks,adj,1989,0.91
2465,belirsizlik,n,2207,0.82
2466,atölye,n,2231,0.81
2468,muamele,n,1998,0.90
2469,danışman,n,2029,0.89
2470,ulaşım,n,2057,0.88
2471,kanlı,adj,1998,0.90
2473,maksat,n,2028,0.89
2474,sinirlen,v,2041,0.88
2475,gözlük,n,2029,0.89
2476,kule,n,2140,0.84
2477,vaat,n,2059,0.88
2478,han,n,2169,0.83
2479,arkadaşlık,n,2002,0.90
2480,peynir,n,2180,0.82
2481,hafıza,n,2010,0.89
2482,saçma,adj/n,2051,0.88
2483,ittifak,n,2177,0.83
2484,sembol,n,2116,0.85
2485,protesto,n,2097,0.85
2486,öncü,n,2018,0.89
2487,meğer,conj,2031,0.88
2488,sosyalizm,n,2621,0.68
2489,konak,n,2071,0.86
2490,ipucu,n,1931,0.93
2491,ani,adj,1964,0.91
2492,materyal,n,2323,0.77
2493,soyut,adj,2118,0.84
2494,madem,conj,2007,0.89
2495,eşik,n,1971,0.90
2496,çukur,n,2123,0.84
2497,dükkan,n,1996,0.89
2498,menfaat,n,2041,0.87
2499,organik,adj,2330,0.76
2500,masum,adj,1966,0.90
2501,tırnak,n,2009,0.88
2502,anlamsız,adj,1948,0.91
2504,çiftçi,n,2041,0.87
2505,fert,n,2114,0.84
2506,işsiz,adj,2206,0.80
2507,hasret,n,2088,0.85
2508,politikacı,n,2026,0.87
2509,kas,n,2073,0.85
2510,üslup,n,2106,0.84
2511,yakında,adv,1930,0.91
2512,bilhassa,adv,1973,0.89
2513,prim,n,2447,0.72
2514,giyim,n,2061,0.85
2515,terörist,n,2198,0.80
2516,borsa,n,2655,0.66
2517,zihniyet,n,2035,0.86
2518,cemiyet,n,2070,0.85
2519,adil,adj,1992,0.88
2520,veli,n,1956,0.90
2521,vapur,n,2098,0.84
2522,yuvarlak,adj,1966,0.89
2523,kis,v,1991,0.88
2524,hakaret,n,1924,0.91
2525,hacim,n,2248,0.78
2526,bakkal,n,1981,0.88
2527,del,v,1900,0.92
2528,görevlendir,v,1960,0.89
2529,ajans,n,2085,0.84
2530,anlatı,n,2290,0.76
2531,domates,n,2375,0.74
2532,mil,n,2050,0.85
2533,sıklık,n,2377,0.74
2534,kül,n,2007,0.87
2535,kastet,v,1869,0.93
2536,had,n,2101,0.83
2537,çaresiz,adj,1983,0.88
2538,muhafaza,n,1931,0.90
2539,serp,v,2035,0.86
2540,kirlilik,n,2069,0.84
2541,vadi,n,1931,0.90
2542,odaklan,v,1961,0.89
2543,çamur,n,1906,0.91
2544,hemşire,n,2010,0.86
2545,macera,n,1945,0.89
2546,neşe,n,2012,0.86
2547,öğretmenlik,n,2202,0.78
2548,yargıç,n,2053,0.84
2549,mahkum,n,1894,0.91
2550,hapishane,n,2146,0.80
2551,irdele,v,1965,0.87
2552,haz,n,1977,0.87
2553,çarpıcı,adj,1896,0.90
2555,sadık,adj,1905,0.90
2556,organize,n,1901,0.90
2557,fetih,n,1921,0.89
2558,buğday,n,1897,0.90
2559,bahane,n,1867,0.91
2560,desen,n,1974,0.86
2561,seyir,n,1924,0.89
2562,olgunlaş,v,1922,0.89
2563,sürücü,n,2451,0.69
2564,röportaj,n,1927,0.88
2565,ruhsal,adj,1989,0.85
2566,emret,v,2036,0.83
2567,sinifla,v,1938,0.87
2568,gübre,n,2901,0.58
2569,tanıtım,n,1989,0.85
2570,ihlal,n,2113,0.80
2571,mülk,n,1884,0.90
2572,koç,n,2149,0.79
2573,kese,n,1869,0.90
2574,negatif,adj,2052,0.82
2575,hakikaten,adv,2028,0.83
2576,rakı,n,1991,0.85
2577,genetik,n/adj,2037,0.83
2578,iade,n,2049,0.82
2579,zorlaş,v,1814,0.93
2580,karış,n,1902,0.88
2581,gerginlik,n,1866,0.90
2582,illa,adv,1907,0.88
2583,bari,adv,1970,0.85
2584,biç,v,1805,0.93
2585,aptal,adj,1983,0.84
2586,kaset,n,1904,0.88
2587,milliyetçi,adj/n,2046,0.82
2588,teorik,adj,2034,0.82
2589,fatura,n,2047,0.82
2590,reaksiyon,n,2718,0.61
2591,noktala,v,1791,0.93
2592,teşebbüs,n,1987,0.84
2593,oyla,v,2056,0.81
2594,coğrafi,adj,2044,0.81
2595,alkışla,v,1836,0.91
2596,lamba,n,1951,0.85
2597,tokat,n,2116,0.78
2598,zihinsel,adj,1901,0.87
2599,af,n,1951,0.85
2600,şapka,n,1854,0.89
2601,yalvar,v,1949,0.85
2602,indirge,v,1980,0.84
2603,yaratık,n,1877,0.88
2604,ortaokul,n,1822,0.91
2605,idam,n,1968,0.84
2606,tarikat,n,1992,0.83
2607,kirala,v,1923,0.86
2608,metot,n,2019,0.82
2609,posta,n,1829,0.90
2610,ari,n,2272,0.72
2611,çiğne,v,1779,0.93
2612,insani,adj,1874,0.88
2613,aktör,n,1886,0.87
2614,yavaşla,v,1845,0.89
2615,kamusal,adj,2058,0.80
2616,sonbahar,n,1823,0.90
2617,virüs,n,2502,0.66
2618,göbek,n,1804,0.90
2619,bağlantılı,adj,1803,0.91
2620,borçlu,adj,1822,0.90
2621,doğrul,v,2018,0.81
2622,koalisyon,n,2000,0.82
2623,yanaş,v,1820,0.90
2624,dişi,n,2017,0.81
2626,çadır,n,1846,0.88
2627,stres,n,1983,0.82
2628,küfür,n,1810,0.90
2630,minik,adj,1965,0.83
2631,serüven,n,1922,0.85
2632,yedek,n,1818,0.89
2633,evrim,n,1875,0.87
2634,kızıl,adj,1813,0.89
2635,damga,n,1796,0.90
2636,tüccar,n,1847,0.88
2637,bütünüyle,adv,1788,0.91
2638,prens,n,1889,0.86
2639,ibadet,n,2261,0.72
2641,kasa,n,1851,0.87
2642,koruyucu,adj,1952,0.83
2644,erdem,n,1966,0.82
2645,acımasız,adj,1785,0.90
2646,süreklilik,n,1916,0.84
2647,köşk,n,1922,0.84
2648,düzlem,n,2003,0.80
2649,haberleş,v,2011,0.80
2650,yumuşa,v,1834,0.87
2651,keşif,n,1797,0.89
2652,düşmanlık,n,1813,0.88
2653,alkış,n,1786,0.90
2654,hirs,n,1770,0.90
2655,hayranlık,n,1790,0.89
2656,amir,n,1860,0.86
2657,algi,n,1922,0.83
2658,burjuva,n,2387,0.67
2659,mecbur,adj,1717,0.93
2660,vatandaşlık,n,2605,0.61
2661,raf,n,1720,0.93
2662,platform,n,1922,0.83
2663,duyarlılık,n,1790,0.89
2664,oksijen,n,2158,0.74
2665,örtülü,adj,1985,0.80
2666,tahsil,n,1886,0.84
2667,önder,n,1785,0.89
2668,rehber,n,1751,0.91
2669,söyleşi,n,1880,0.84
2670,takvim,n,1826,0.87
2671,ilkel,adj,1751,0.91
2672,depola,v,1982,0.80
2673,taktik,n,1856,0.85
2674,muhtaç,adj,1773,0.89
2675,sözlü,adj,1773,0.89
2676,yeraltı,n,1788,0.88
2677,direnç,n,2055,0.77
2678,mucize,n,1755,0.90
2679,tütün,n,1796,0.88
2680,delil,n,1801,0.87
2681,tesir,n,2072,0.76
2682,sakınca,n,1714,0.92
2683,donat,v,1670,0.94
2684,kuzu,n,1820,0.86
2685,sentez,n,1936,0.81
2686,icat,n,1714,0.92
2687,damat,n,1753,0.89
2688,yasla,v,1842,0.85
2689,kesit,n,2143,0.73
2690,sevk,n,1763,0.89
2691,küçümse,v,1708,0.92
2692,zeytin,n,1744,0.90
2693,kıskan,v,1781,0.88
2694,parasal,adj,2158,0.72
2695,nimet,n,1876,0.83
2696,vekil,n,1861,0.84
2697,yokla,v,1711,0.91
2698,hirsiz,n,1747,0.89
2699,görsel,adj,1886,0.83
2700,numaralı,adj,1703,0.91
2701,otomatik,adj,1902,0.82
2702,zil,n,1856,0.84
2703,sinyal,n,1869,0.83
2704,heyecanlı,adj,1727,0.90
2705,mağara,n,1766,0.88
2706,oruç,n,2291,0.68
2707,nitelikli,adj,1823,0.85
2708,istatistik,n,1876,0.83
2709,tipik,adj,1794,0.86
2710,muhtar,n,1868,0.83
2711,üzüm,n,1889,0.82
2712,güncel,adj,1806,0.86
2713,beşinci,adj,1625,0.95
2714,ayet,n,2446,0.63
2715,hayali,adj,1837,0.84
2716,panik,n,1734,0.89
2717,sezon,n,3627,0.42
2718,objektif,adj,1722,0.89
2719,ipek,n,1762,0.87
2720,ahlaki,adj,1764,0.87
2721,iktisat,n,2051,0.75
2722,misyon,n,1795,0.86
2723,mor,adj,1756,0.87
2724,haykır,v,1781,0.86
2725,rektör,n,1945,0.79
2726,finans,n,2111,0.73
2727,sevimli,adj,1753,0.87
2728,teşhis,n,1721,0.89
2729,dehşet,n,1744,0.88
2730,çene,n,1796,0.85
2731,tüp,n,1737,0.87
2732,yenilgi,n,1873,0.81
2733,yapay,adj,1792,0.85
2734,eğri,adj,1953,0.78
